id ,name,start_location,end_location,distance_mt,date,public_transport_fare,ride_duration,ride_duration_minutes
15785772293,Commute 39 - to Oost,"Emmeline Pankhurststraat 20, 1103 MN Amsterdam, Netherlands","1e v.Swindenstraat, 1092 CK Amsterdam, Netherlands",6274.1,2025-09-12T12:04:12Z,€2.70,1440,24.00
15803934682,Commute 40 - to Oosterpark,"Emmeline Pankhurststraat 9, 1103 MN Amsterdam, Netherlands","1e v.Swindenstraat, 1092 CK Amsterdam, Netherlands",6211.5,2025-09-14T04:09:37Z,€2.70,1466,24.43
15810800026,Commute 40.1 - from Oost,"Linnaeusstraat 2E, 1092 CK Amsterdam, Netherlands","Emmeline Pankhurststraat 25, 1103 MN Amsterdam, Netherlands",6208.9,2025-09-14T15:15:27Z,€2.70,1441,24.02
15818530819,Commute 41 - to Oosterpark,"Emmeline Pankhurststraat 20, 1103 MN Amsterdam, Netherlands","Impact, Linnaeusstraat 2C, 1092 CK Amsterdam, Netherlands",6340.1,2025-09-15T11:40:17Z,€2.83,1566,26.10
15824299991,Commute 41.1 - from Oosterpark,"Linnaeusstraat 2C, 1092 CK Amsterdam, Netherlands","Emmeline Pankhurststraat 13, 1103 MN Amsterdam, Netherlands",6230.3,2025-09-15T21:47:43Z,€2.70,1697,28.28
15830017614,Commute 42 - Oosterpark,"Emmeline Pankhurststraat 25, 1103 MN Amsterdam, Netherlands","Linnaeusstraat 2C, 1092 CK Amsterdam, Netherlands",6386.1,2025-09-16T11:36:19Z,€2.83,1712,28.53
15835958041,Commute 42.1 - from Oosterpark,"1e v.Swindenstraat, 1092 CK Amsterdam, Netherlands","Emmeline Pankhurststraat 25, 1103 MN Amsterdam, Netherlands",6201.4,2025-09-16T21:12:47Z,€2.83,1854,30.90
15841882669,Commute 43 - to Oosterpark,"Emmeline Pankhurststraat 13, 1103 MN Amsterdam, Netherlands","1e v.Swindenstraat, 1092 CK Amsterdam, Netherlands",6385.3,2025-09-17T11:43:04Z,€2.83,1511,25.18
15848597681,Commute 43.1 - from Oost,"Amsterdam, Eerste van Swindenstraat, Amsterdam, Netherlands","Emmeline Pankhurststraat 25, 1103 MN Amsterdam, Netherlands",6127.7,2025-09-17T23:36:25Z,€2.70,1302,21.70
15853339834,Commute 45 - from Oosterpark,"Emmeline Pankhurststraat 20, 1103 MN Amsterdam, Netherlands","1e v.Swindenstraat, 1092 CK Amsterdam, Netherlands",6356.1,2025-09-18T12:03:11Z,€2.70,1280,21.33
15858782341,Commute 45.1 - from Oosterpark,"1e v.Swindenstraat, 1092 CK Amsterdam, Netherlands","Emmeline Pankhurststraat 13, 1103 MN Amsterdam, Netherlands",6168.1,2025-09-18T21:15:24Z,€2.70,1324,22.07
15887581326,Commute 44 - naar Oost,"Emmeline Pankhurststraat 20, 1103 MN Amsterdam, Netherlands","1e v.Swindenstraat, 1092 CK Amsterdam, Netherlands",6217.7,2025-09-21T11:37:26Z,€2.70,1486,24.77
15893141458,Commute 44.1 - from Oost,"1e v.Swindenstraat, 1092 CK Amsterdam, Netherlands","Emmeline Pankhurststraat 25, 1103 MN Amsterdam, Netherlands",6194.1,2025-09-21T21:20:09Z,€2.70,1391,23.18
15898090789,Commute 46 - to Oosterpark,"Emmeline Pankhurststraat 20, 1103 MN Amsterdam, Netherlands","1e v.Swindenstraat, 1092 CK Amsterdam, Netherlands",6250,2025-09-22T12:02:31Z,€2.70,1452,24.20
15903184191,Commute 46.1 - from Oosterpark,"1e v.Swindenstraat, 1092 CK Amsterdam, Netherlands","Emmeline Pankhurststraat 20, 1103 MN Amsterdam, Netherlands",6190.6,2025-09-22T21:38:46Z,€2.70,1339,22.32
15908899810,Commute 46 - to Oosterpark,"Emmeline Pankhurststraat 28, 1103 MT Amsterdam, Netherlands","1e v.Swindenstraat, 1092 CK Amsterdam, Netherlands",6255.1,2025-09-23T11:50:33Z,€2.70,1391,23.18
15914993307,Commute 46.1 - from Oosterpark,"Wagenaarstraat 9, 1093 ED Amsterdam, Netherlands","Emmeline Pankhurststraat 20, 1103 MN Amsterdam, Netherlands",6213.5,2025-09-23T21:40:42Z,€2.70,1409,23.48
15931140418,Commute 46 - to Fizeau,"Emmeline Pankhurststraat 20, 1103 MN Amsterdam, Netherlands","Fizeaustraat 2, 1097 SC Amsterdam, Netherlands",6693.9,2025-09-25T11:22:51Z,€2.46,1827,30.45
15938817236,Commute 49 - to Oost,"Emmeline Pankhurststraat 20, 1103 MN Amsterdam, Netherlands","Impact, Linnaeusstraat 2C, 1092 CK Amsterdam, Netherlands",6361.7,2025-09-26T04:10:45Z,€2.70,1676,27.93
15942542153,Commute 49.1 - From Oost,"Linnaeusstraat 2C, 1092 CK Amsterdam, Netherlands","Emmeline Pankhurststraat 25, 1103 MN Amsterdam, Netherlands",6244.9,2025-09-26T13:19:07Z,€2.70,1481,24.68
15952476357,Commute 50 - to Oost,"Emmeline Pankhurststraat 4, 1103 MN Amsterdam, Netherlands","Impact, Linnaeusstraat 2C, 1092 CK Amsterdam, Netherlands",6380.7,2025-09-27T12:00:48Z,€2.70,1542,25.70
15958183834,Commute 50.1 - from Oost,"1e v.Swindenstraat, 1092 CK Amsterdam, Netherlands","Emmeline Pankhurststraat 4, 1103 MN Amsterdam, Netherlands",6195.9,2025-09-27T22:23:44Z,€2.70,1322,22.03
15964786508,Commute 51 - to Oost,"Emmeline Pankhurststraat 13, 1103 MN Amsterdam, Netherlands","Linnaeusstraat 2C, 1092 CK Amsterdam, Netherlands",6549.6,2025-09-28T11:56:06Z,€2.83,4053,67.55
15970022841,Commute 51.1 - from Oost,"Linnaeusstraat 2C, 1092 CK Amsterdam, Netherlands","Emmeline Pankhurststraat 20, 1103 MN Amsterdam, Netherlands",6212.3,2025-09-28T21:11:39Z,€2.70,1415,23.58
15974811392,Commute 52 - to Oost,"Emmeline Pankhurststraat 13, 1103 MN Amsterdam, Netherlands","1e v.Swindenstraat, 1092 CK Amsterdam, Netherlands",6321.7,2025-09-29T11:26:29Z,€2.70,1576,26.27
15981316291,Commute 52.1 - from Oost,"Linnaeusstraat 2C, 1092 CK Amsterdam, Netherlands","Emmeline Pankhurststraat 20, 1103 MN Amsterdam, Netherlands",6213.2,2025-09-29T23:33:09Z,€2.70,1452,24.20
15997826112,Commute 53 - naar Oosterpark,"Emmeline Pankhurststraat 20, 1103 MN Amsterdam, Netherlands","Impact, Linnaeusstraat 2C, 1092 CK Amsterdam, Netherlands",6561,2025-10-01T11:57:35Z,€2.83,2457,40.95
16003297021,Commute 53.1 - from Oost,"Wagenaarstraat 9, 1093 ED Amsterdam, Netherlands","Emmeline Pankhurststraat 20, 1103 MN Amsterdam, Netherlands",6256.9,2025-10-01T21:18:57Z,€2.83,1547,25.78
16007180915,Not a commute - to Agus,"Emmeline Pankhurststraat 13, 1103 MN Amsterdam, Netherlands","Amsterdam Amstel, 1097 DN Amsterdam, Netherlands",4786.1,2025-10-02T09:03:11Z,€2.85,1257,20.95
16036861893,Commute - to Oosterpark,"Emmeline Pankhurststraat 25, 1103 MN Amsterdam, Netherlands","Impact, Linnaeusstraat 2C, 1092 CK Amsterdam, Netherlands",6401.8,2025-10-05T04:03:44Z,€2.83,1823,30.38
16042229325,Commute - from Oost,"Linnaeusstraat 2C, 1092 CK Amsterdam, Netherlands","Emmeline Pankhurststraat 25, 1103 MN Amsterdam, Netherlands",6220.7,2025-10-05T13:30:50Z,€2.70,1408,23.47
16051799349,Commute - to Oosterpark,"Emmeline Pankhurststraat 14, 1103 MN Amsterdam, Netherlands","Impact, Linnaeusstraat 2C, 1092 CK Amsterdam, Netherlands",6509.8,2025-10-06T12:03:27Z,€2.83,2132,35.53
16056488832,Commute - from Oost,"1e v.Swindenstraat, 1092 CK Amsterdam, Netherlands","Emmeline Pankhurststraat 25, 1103 MN Amsterdam, Netherlands",6207.6,2025-10-06T21:22:07Z,€2.70,1518,25.30
16068729678,Commute 56 - from Oost,"Linnaeusstraat 2C, 1092 CK Amsterdam, Netherlands","Emmeline Pankhurststraat 23, 1103 MN Amsterdam, Netherlands",6437.3,2025-10-07T22:13:07Z,€2.70,2827,47.12
16082511168,Commute - to Oost,"Emmeline Pankhurststraat 28, 1103 MT Amsterdam, Netherlands","Impact, Linnaeusstraat 2C, 1092 CK Amsterdam, Netherlands",6460.8,2025-10-09T06:55:01Z,€2.87,1693,28.22
16087401028,Commute - from Oosterpark,"Impact, Linnaeusstraat 2C, 1092 CK Amsterdam, Netherlands","Emmeline Pankhurststraat 25, 1103 MN Amsterdam, Netherlands",6342.4,2025-10-09T16:30:36Z,€2.70,1736,28.93
16095039796,Commute 58 - to Oosterpark,"8XF8+64 Amsterdam, Netherlands","Impact, Linnaeusstraat 2C, 1092 CK Amsterdam, Netherlands",6357.5,2025-10-10T11:52:55Z,€18.15,1607,26.78
16099412457,Commute - from Oost,"Linnaeusstraat 2C, 1092 CK Amsterdam, Netherlands","Emmeline Pankhurststraat 20, 1103 MN Amsterdam, Netherlands",6210.4,2025-10-10T21:12:56Z,€3.19,1586,26.43
16102264606,Commute 59 - to Oost,"Emmeline Pankhurststraat 13, 1103 MN Amsterdam, Netherlands","Impact, Linnaeusstraat 2C, 1092 CK Amsterdam, Netherlands",6377,2025-10-11T07:15:23Z,€2.70,1553,25.88
16116385327,Not a commute - from Agus',"Bertrand Russellstraat 1M, 1097 HL Amsterdam, Netherlands","Emmeline Pankhurststraat 25, 1103 MN Amsterdam, Netherlands",4763.9,2025-10-12T11:40:00Z,€2.41,1156,19.27
16126364288,Commute 60 - to Oosterpark,"Emmeline Pankhurststraat 20, 1103 MN Amsterdam, Netherlands","Impact, Linnaeusstraat 2C, 1092 CK Amsterdam, Netherlands",6300.5,2025-10-13T12:02:32Z,€2.83,1512,25.20
16131591562,Commute 60.1 - from Oosterpark,"Linnaeusstraat 2C, 1092 CK Amsterdam, Netherlands","Emmeline Pankhurststraat 20, 1103 MN Amsterdam, Netherlands",6192.8,2025-10-13T21:21:27Z,€2.70,1428,23.80
16137191498,Commute 61 - to Oosterpark,"Emmeline Pankhurststraat 13, 1103 MN Amsterdam, Netherlands","Impact, Linnaeusstraat 2C, 1092 CK Amsterdam, Netherlands",6381.2,2025-10-14T12:07:59Z,€2.83,1658,27.63
16142495870,Commute 61.1 - from Oosterpark,"9W6F+R87, 1092 CK Amsterdam, Netherlands","Emmeline Pankhurststraat 25, 1103 MN Amsterdam, Netherlands",6199.1,2025-10-14T21:07:33Z,€2.83,1673,27.88
16158870220,Commute 62 - to Oost,"Emmeline Pankhurststraat 25, 1103 MN Amsterdam, Netherlands","Waldenlaan 3, 1093 NH Amsterdam, Netherlands",5757.2,2025-10-16T11:34:48Z,€2.74,1420,23.67
16164157096,Commute 62.1 - from Oosterpark,"9W6F+R87, 1092 CK Amsterdam, Netherlands","Emmeline Pankhurststraat 18, 1103 MN Amsterdam, Netherlands",6279.6,2025-10-16T21:06:55Z,€2.74,1873,31.22
16169512977,Commute 63 - to Oost,"Emmeline Pankhurststraat 20, 1103 MN Amsterdam, Netherlands","Impact, Linnaeusstraat 2C, 1092 CK Amsterdam, Netherlands",6408.3,2025-10-17T12:00:27Z,€2.83,1822,30.37
16173789465,Commute 63.1 - from Oost,"Linnaeusstraat 2C, 1092 CK Amsterdam, Netherlands","Emmeline Pankhurststraat 21, 1103 MN Amsterdam, Netherlands",6196.4,2025-10-17T21:15:31Z,€3.19,1541,25.68
16177742234,Commute 63 - to Oost,"Emanzana 70, 1103 AV Amsterdam, Netherlands","Linnaeusstraat 2A, 1092 CK Amsterdam, Netherlands",6502.8,2025-10-18T09:12:26Z,€2.99,1518,25.30
16185560135,Commute 64.1 - from Oost,"Middenweg 8A, 1097 BM Amsterdam, Netherlands","Emmeline Pankhurststraat 10, 1103 MN Amsterdam, Netherlands",5367.2,2025-10-18T23:31:53Z,€2.99,1765,29.42
16187247446,Commute 65 - to Oost,"Emmeline Pankhurststraat 26, 1103 MT Amsterdam, Netherlands","Linnaeusstraat 2C, 1092 CK Amsterdam, Netherlands",6342.8,2025-10-19T06:59:21Z,€2.83,1515,25.25
16193893082,Commute 65.1 - from Oost,"Linnaeusstraat 2C, 1092 CK Amsterdam, Netherlands","Emmeline Pankhurststraat 20, 1103 MN Amsterdam, Netherlands",6255.1,2025-10-19T16:17:56Z,€2.70,1557,25.95
16200234936,Commute 66 - to Oost,"Emmeline Pankhurststraat 20, 1103 MN Amsterdam, Netherlands","Linnaeusstraat 2C, 1092 CK Amsterdam, Netherlands",6396.3,2025-10-20T12:06:15Z,€2.83,1524,25.40
16205177484,Commute 66.1 - from Oost,"Linnaeusstraat 2C, 1092 CK Amsterdam, Netherlands","Emmeline Pankhurststraat 13, 1103 MN Amsterdam, Netherlands",6206.6,2025-10-20T21:25:31Z,€2.70,1888,31.47
16210719838,Commute 67 - to Oost,"Emmeline Pankhurststraat 25, 1103 MN Amsterdam, Netherlands","Linnaeusstraat 2C, 1092 CK Amsterdam, Netherlands",6320.7,2025-10-21T12:17:22Z,€2.83,1564,26.07
16215933876,Commute 67.1 - from Oost,"Linnaeusstraat 2C, 1092 CK Amsterdam, Netherlands","Emmeline Pankhurststraat 15, 1103 MN Amsterdam, Netherlands",6280.1,2025-10-21T21:23:38Z,€2.70,1956,32.60
16238286190,Commute 68 - to Oost,"Emmeline Pankhurststraat 28, 1103 MT Amsterdam, Netherlands","Linnaeusstraat 2B, 1092 CK Amsterdam, Netherlands",6396.9,2025-10-24T03:50:49Z,€2.70,1882,31.37
16242149715,Commute 68.1 - from Oost,"9W6F+R87, 1092 CK Amsterdam, Netherlands","Emmeline Pankhurststraat 20, 1103 MN Amsterdam, Netherlands",6184.8,2025-10-24T13:32:54Z,€2.70,1430,23.83
16250922236,Commute 69 - to Oost,"Emmeline Pankhurststraat 44, 1103 MT Amsterdam, Netherlands","Linnaeusstraat 2C, 1092 CK Amsterdam, Netherlands",6380.6,2025-10-25T11:56:38Z,€2.70,1686,28.10
16256451718,Commute 69.1 - from Oost,"Linnaeusstraat 2C, 1092 CK Amsterdam, Netherlands","Emmeline Pankhurststraat 23, 1103 MN Amsterdam, Netherlands",6191.7,2025-10-25T23:34:37Z,€3.25,1772,29.53
16268252316,Commute 70 - to Oost,"Emmeline Pankhurststraat 33, 1103 MT Amsterdam, Netherlands","Impact, Linnaeusstraat 2C, 1092 CK Amsterdam, Netherlands",6565,2025-10-27T05:18:32Z,€2.70,2620,43.67
16299855545,Commute 71 - to Oost,"Emmeline Pankhurststraat 20, 1103 MN Amsterdam, Netherlands","Linnaeusstraat 2C, 1092 CK Amsterdam, Netherlands",6586.6,2025-10-30T08:14:44Z,€2.70,1879,31.32
16304589146,Commute 71.1 - from Oost,"Linnaeusstraat 2C, 1092 CK Amsterdam, Netherlands","Emmeline Pankhurststraat 24, 1103 MN Amsterdam, Netherlands",6322.5,2025-10-30T17:32:38Z,€2.94,1752,29.20
16311912546,Commute 72 - to Oost,"Emanzana 76, 1103 AV Amsterdam, Netherlands","Linnaeusstraat 2C, 1092 CK Amsterdam, Netherlands",6484.8,2025-10-31T13:13:07Z,€2.70,1694,28.23
16315885583,Commute 72.1 - from Oost,"Linnaeusstraat 2C, 1092 CK Amsterdam, Netherlands","Emmeline Pankhurststraat 17, 1103 MN Amsterdam, Netherlands",6290.3,2025-10-31T22:10:58Z,€2.70,1650,27.50
16322184143,Commute 73 - to Oost,"Emmeline Pankhurststraat 17, 1103 MN Amsterdam, Netherlands","Impact, Linnaeusstraat 2C, 1092 CK Amsterdam, Netherlands",6511.8,2025-11-01T13:20:36Z,€2.96,1907,31.78
16325890352,Commute 73.1 - froom Oost,"Impact, Linnaeusstraat 2C, 1092 CK Amsterdam, Netherlands","Emmeline Pankhurststraat 17, 1103 MN Amsterdam, Netherlands",6342.8,2025-11-01T22:12:31Z,€2.70,2054,34.23
16331885036,Commute 74 - to Oost,"Emmeline Pankhurststraat 20, 1103 MN Amsterdam, Netherlands","Impact, Linnaeusstraat 2C, 1092 CK Amsterdam, Netherlands",6358.4,2025-11-02T12:53:30Z,€2.70,1555,25.92
16336849389,Commute 74.1 - from Oost,"Impact, Linnaeusstraat 2C, 1092 CK Amsterdam, Netherlands","Emmeline Pankhurststraat 17, 1103 MN Amsterdam, Netherlands",6339.3,2025-11-02T22:05:56Z,€2.94,2541,42.35
16346399067,Commute 75 - from Oost,"Linnaeusstraat 2C, 1092 CK Amsterdam, Netherlands","Emmeline Pankhurststraat 26, 1103 MT Amsterdam, Netherlands",6265.4,2025-11-03T22:22:22Z,€2.94,1854,30.90
16352125308,Commute 76 - naar Oost,"Emmeline Pankhurststraat 20, 1103 MN Amsterdam, Netherlands","Linnaeusstraat 2A, 1092 CK Amsterdam, Netherlands",6261.1,2025-11-04T13:19:10Z,€2.70,1454,24.23
16357414767,Commute 76.1 - van Oost,"1e v.Swindenstraat, 1092 CK Amsterdam, Netherlands","Emmeline Pankhurststraat 18, 1103 MN Amsterdam, Netherlands",6281.4,2025-11-04T22:10:53Z,€14.77,1687,28.12
16373729553,Commute 77 - naar Oost,"Emmeline Pankhurststraat 20, 1103 MN Amsterdam, Netherlands","Linnaeusstraat 2C, 1092 CK Amsterdam, Netherlands",6316.2,2025-11-06T13:05:23Z,€2.83,1522,25.37
16379451462,Commute 77.1 - van Oost,"Linnaeusstraat 2C, 1092 CK Amsterdam, Netherlands","Emmeline Pankhurststraat 24, 1103 MN Amsterdam, Netherlands",6341,2025-11-06T23:55:01Z,€2.77,1714,28.57
16389861341,Commute 77 - naar Oost,"Emmeline Pankhurststraat 20, 1103 MN Amsterdam, Netherlands","Linnaeusstraat 2C, 1092 CK Amsterdam, Netherlands",6468.7,2025-11-08T05:24:46Z,€2.96,2217,36.95
16396707402,Commute 77.1 - van Oost,"9W6F+R87, 1092 CK Amsterdam, Netherlands","Emmeline Pankhurststraat 21, 1103 MN Amsterdam, Netherlands",6200.4,2025-11-08T17:40:56Z,€2.96,1620,27.00
16400318741,Commute 78 - naar Oost,"Emmeline Pankhurststraat 25, 1103 MN Amsterdam, Netherlands","Impact, Linnaeusstraat 2C, 1092 CK Amsterdam, Netherlands",6352.5,2025-11-09T05:23:24Z,€2.70,1664,27.73
16405850051,Commute 78.1 - van Oosterpark,"1e v.Swindenstraat, 1092 CK Amsterdam, Netherlands","Emmeline Pankhurststraat 14, 1103 MN Amsterdam, Netherlands",6284.8,2025-11-09T14:46:09Z,€2.70,1528,25.47
16414032614,Commute 79 - naar Oost,"Emmeline Pankhurststraat 20, 1103 MN Amsterdam, Netherlands","Impact, Linnaeusstraat 2C, 1092 CK Amsterdam, Netherlands",6372,2025-11-10T13:04:50Z,€2.70,1535,25.58
16445747784,Commute 80 - naar Oost,"Emmeline Pankhurststraat 20, 1103 MN Amsterdam, Netherlands","Linnaeusstraat 2C, 1092 CK Amsterdam, Netherlands",6263.3,2025-11-13T13:15:41Z,€2.70,1818,30.30
16450347948,Commute 80.1 - van Oost,"Linnaeusstraat 2C, 1092 CK Amsterdam, Netherlands","Emmeline Pankhurststraat 9, 1103 MN Amsterdam, Netherlands",6352.1,2025-11-13T22:01:24Z,€3.61,1466,24.43
16455485694,Commute 81 - naar Oost,"Emmeline Pankhurststraat 13, 1103 MN Amsterdam, Netherlands","Linnaeusstraat 2C, 1092 CK Amsterdam, Netherlands",6459.9,2025-11-14T13:19:22Z,€2.70,2051,34.18
16459405875,Commute 81.1 - van Oost,"Linnaeusstraat 2C, 1092 CK Amsterdam, Netherlands","Emmeline Pankhurststraat 18, 1103 MN Amsterdam, Netherlands",6390.4,2025-11-14T22:21:07Z,€3.61,1757,29.28
16465192230,Commute 82 - naar Oost,"Emmeline Pankhurststraat 9, 1103 MN Amsterdam, Netherlands","Impact, Linnaeusstraat 2C, 1092 CK Amsterdam, Netherlands",6544.4,2025-11-15T13:08:54Z,€2.70,1884,31.40
16469616771,Commute 82.1 - van Oost,"Linnaeusstraat 2B, 1092 CK Amsterdam, Netherlands","Emmeline Pankhurststraat 13, 1103 MN Amsterdam, Netherlands",6286.3,2025-11-15T22:12:45Z,€2.70,2238,37.30
16475834900,Commute 83 - naar Oost,"Emmeline Pankhurststraat 9, 1103 MN Amsterdam, Netherlands","Impact, Linnaeusstraat 2C, 1092 CK Amsterdam, Netherlands",6356.1,2025-11-16T13:20:07Z,€2.70,1849,30.82
16480355113,Commute 83.1- van Oost,"Linnaeusstraat 2A, 1092 CK Amsterdam, Netherlands","Emmeline Pankhurststraat 25, 1103 MN Amsterdam, Netherlands",6463.9,2025-11-16T22:24:37Z,€3.61,1636,27.27
16527988967,Commute 84 - van Oost,"1e v.Swindenstraat, 1092 CK Amsterdam, Netherlands","Emmeline Pankhurststraat 19, 1103 MN Amsterdam, Netherlands",6231.3,2025-11-21T22:14:11Z,€2.70,2131,35.52
16531893583,Commute 86 - naar Oosterpark,"Emmeline Pankhurststraat 9, 1103 MN Amsterdam, Netherlands","Impact, Linnaeusstraat 2C, 1092 CK Amsterdam, Netherlands",6666.6,2025-11-22T10:21:31Z,€2.70,1875,31.25
16536769296,Commute 86.1 - naar thuis,"Linnaeusstraat 2C, 1092 CK Amsterdam, Netherlands","Emmeline Pankhurststraat 10, 1103 MN Amsterdam, Netherlands",6341.2,2025-11-22T19:01:12Z,€3.61,2068,34.47
16539749256,Commute 87 - naar Oost,"Emmeline Pankhurststraat 23, 1103 MN Amsterdam, Netherlands","Impact, Linnaeusstraat 2C, 1092 CK Amsterdam, Netherlands",6678.4,2025-11-23T05:09:44Z,€2.70,1979,32.98
16544575401,Commute 86.1 - van Oost,"Linnaeusstraat 2B, 1092 CK Amsterdam, Netherlands","Emmeline Pankhurststraat 13, 1103 MN Amsterdam, Netherlands",6389.2,2025-11-23T14:31:09Z,€2.70,2766,46.10
16549482163,Commute 87 - naar Oost,"Emmeline Pankhurststraat 20, 1103 MN Amsterdam, Netherlands","Impact, Linnaeusstraat 2C, 1092 CK Amsterdam, Netherlands",6573.1,2025-11-24T05:16:31Z,€2.70,1940,32.33
16562377289,Commute 88 - naar Oost,"Emmeline Pankhurststraat 20, 1103 MN Amsterdam, Netherlands","Impact, Linnaeusstraat 2C, 1092 CK Amsterdam, Netherlands",6484.1,2025-11-25T13:30:41Z,€2.70,2923,48.72
16567016963,Commute 88.1 - naar thuis,"1e v.Swindenstraat, 1092 CK Amsterdam, Netherlands","Emmeline Pankhurststraat 18, 1103 MN Amsterdam, Netherlands",6204.3,2025-11-25T22:08:14Z,€2.70,2478,41.30
16572196543,Commute 88 - naar Oost,"Endumeni 16, 1103 AT Amsterdam, Netherlands","Linnaeusstraat 2C, 1092 CK Amsterdam, Netherlands",6357.9,2025-11-26T13:19:18Z,€2.70,1641,27.35
16600274135,Commute 89 - naar Oost,"Emmeline Pankhurststraat 13, 1103 MN Amsterdam, Netherlands","Impact, Linnaeusstraat 2C, 1092 CK Amsterdam, Netherlands",6442.6,2025-11-29T12:32:48Z,€2.70,1703,28.38
16604356608,Commute 89.1 - thuis,"Linnaeusstraat 2C, 1092 CK Amsterdam, Netherlands","Emmeline Pankhurststraat 19, 1103 MN Amsterdam, Netherlands",6351,2025-11-29T22:09:05Z,€3.61,1969,32.82
16618840113,Commute 90 - naar Oost,"Emmeline Pankhurststraat 20, 1103 MN Amsterdam, Netherlands","Impact, Linnaeusstraat 2C, 1092 CK Amsterdam, Netherlands",6621.7,2025-12-01T13:12:55Z,€2.70,1682,28.03
16623085199,Commute 90.1 - naar thuis,"1e v.Swindenstraat, 1092 CK Amsterdam, Netherlands","Emmeline Pankhurststraat 9, 1103 MN Amsterdam, Netherlands",6317,2025-12-01T22:12:27Z,€2.70,2462,41.03
